VIN,open_recalls,name,status,nhtsa,date,Description,Safety,remedy
1FMCU0GD7HUC42200,no,,,,,,,
1FMCU0GD9JUC19393,yes,TRANSMISSION SHIFTER CABLE BUSHING,Recall Incomplete,22S43/#22V413,2022-06-10,"ON YOUR VEHICLE, IT MAY BE POSSIBLE THE TRANSMISSION SHIFTER CABLE BUSHING IS DAMAGED OR MISSING.","A DAMAGED OR MISSING BUSHING COULD PREVENT THE SHIFTER FROM MOVING THE TRANSMISSION INTO THE INTENDED GEAR POSITION AND CAUSE THE VEHICLE TO MOVE IN AN UNEXPECTED DIRECTION. THE TRANSMISSION MAY NOT BE IN THE PARK POSITION, EVEN THOUGH THE SHIFTER POSITION INDICATES THAT THE VEHICLE WAS SHIFTED TO PARK. EXITING A VEHICLE WITHOUT THE TRANSMISSION IN THE PARK POSITION AND WITHOUT THE APPLICATION OF THE PARKING BRAKE MAY ALLOW THE VEHICLE TO ROLL, INCREASING THE RISK OF INJURY OR CRASH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE THE SHIFTER CABLE BUSHING AND PROTECTIVE CAP FREE OF CHARGE PARTS AND LABOR.
1FMCU0GX0EUE41157,no,,,,,,,
1FMCU0GX1DUD08602,yes,TRANSMISSION SHIFTER CABLE BUSHING,Recall Incomplete,22S43/#22V413,2022-06-10,"ON YOUR VEHICLE, IT MAY BE POSSIBLE THE TRANSMISSION SHIFTER CABLE BUSHING IS DAMAGED OR MISSING.","A DAMAGED OR MISSING BUSHING COULD PREVENT THE SHIFTER FROM MOVING THE TRANSMISSION INTO THE INTENDED GEAR POSITION AND CAUSE THE VEHICLE TO MOVE IN AN UNEXPECTED DIRECTION. THE TRANSMISSION MAY NOT BE IN THE PARK POSITION, EVEN THOUGH THE SHIFTER POSITION INDICATES THAT THE VEHICLE WAS SHIFTED TO PARK. EXITING A VEHICLE WITHOUT THE TRANSMISSION IN THE PARK POSITION AND WITHOUT THE APPLICATION OF THE PARKING BRAKE MAY ALLOW THE VEHICLE TO ROLL, INCREASING THE RISK OF INJURY OR CRASH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE THE SHIFTER CABLE BUSHING AND PROTECTIVE CAP FREE OF CHARGE PARTS AND LABOR.
1FMCU0GX1DUD08602,yes,DOOR LATCH REPEAT REPAIR,Recall Incomplete,20S30/20V331,2020-06-08,"YOUR VEHICLE WAS PREVIOUSLY REPAIRED UNDER SAFETY RECALL 15S16 OR 16S30. DURING THAT REPAIR, YOUR VEHICLES DOOR LATCHES WERE TO BE REPLACED TO HELP REDUCE THE RISK OF DOORS NOT CLOSING OR DOORS OPENING WHILE DRIVING. IT IS POSSIBLE THAT ONE OR MORE OF YOUR DOOR LATCHES WAS NOT REPLACED OR MAY NOT HAVE BEEN REPLACED CORRECTLY.","IF A DOOR LATCH WAS NOT REPLACED, THERE IS STILL A RISK THAT THE PAWL SPRING TAB INSIDE THE DOOR LATCH COULD BREAK. THIS CONDITION WILL TYPICALLY PREVENT THE DOOR FROM LATCHING. IN CERTAIN SITUATIONS, WHERE THE DOOR IS ABLE TO BE CLOSED, THE DOOR MAY UNLATCH WHILE DRIVING, INCREASING THE RISK OF INJURY","THE DOOR LATCH DATE CODES IN YOUR VEHICLE NEED TO BE INSPECTED TO VERIFY THAT THE PREVIOUS DOOR LATCH RECALL REPAIR WAS COMPLETED AS INTENDED. FOR YOUR CONVENIENCE AND TO ENCOURAGE THE CONTINUED SOCIAL DISTANCING REQUIREMENTS BY MANY STATE AND LOCAL GOVERNMENTS RELATED TO COVID-19, FORD IS PROVIDING YOU WITH THE OPTION TO COMPLETE THIS SIMPLE INSPECTION YOURSELF USING THE ATTACHED SELF-INSPECTION SHEET. BY UTILIZING THIS OPTION, YOU SHOULD NOT NEED TO TAKE YOUR VEHICLE TO YOUR DEALER UNLESS YOUR VEHICLE IS EXHIBITING DOOR LATCHING CONCERNS DOOR WILL NOT LATCH OR OPENS WHILE DRIVING. IN THE UNLIKELY EVENT THAT THE SYSTEM CANNOT CONFIRM THE LATCHES ON YOUR VEHICLE BASED ON YOUR INPUT, OR IF YOUR VEHICLE IS EXHIBITING DOOR LATCHING CONCERNS, YOU WILL NEED TO TAKE YOUR VEHICLE TO YOUR DEALERSHIP FOR ADDITIONAL INSPECTION AND/OR REPAIRS. IF YOU DO NOT WISH TO COMPLETE THIS INSPECTION YOURSELF, YOUR DEALER WILL INSPECT YOUR VEHICLE FOR YOU"
1FMCU0GX2DUD26624,yes,TRANSMISSION SHIFTER CABLE BUSHING,Recall Incomplete,22S43/#22V413,2022-06-10,"ON YOUR VEHICLE, IT MAY BE POSSIBLE THE TRANSMISSION SHIFTER CABLE BUSHING IS DAMAGED OR MISSING.","A DAMAGED OR MISSING BUSHING COULD PREVENT THE SHIFTER FROM MOVING THE TRANSMISSION INTO THE INTENDED GEAR POSITION AND CAUSE THE VEHICLE TO MOVE IN AN UNEXPECTED DIRECTION. THE TRANSMISSION MAY NOT BE IN THE PARK POSITION, EVEN THOUGH THE SHIFTER POSITION INDICATES THAT THE VEHICLE WAS SHIFTED TO PARK. EXITING A VEHICLE WITHOUT THE TRANSMISSION IN THE PARK POSITION AND WITHOUT THE APPLICATION OF THE PARKING BRAKE MAY ALLOW THE VEHICLE TO ROLL, INCREASING THE RISK OF INJURY OR CRASH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE THE SHIFTER CABLE BUSHING AND PROTECTIVE CAP FREE OF CHARGE PARTS AND LABOR.
1FMCU0GX3EUA37270,no,,,,,,,
1FMCU0GX5DUC08857,yes,TRANSMISSION SHIFTER CABLE BUSHING,Recall Incomplete,22S43/#22V413,2022-06-10,"ON YOUR VEHICLE, IT MAY BE POSSIBLE THE TRANSMISSION SHIFTER CABLE BUSHING IS DAMAGED OR MISSING.","A DAMAGED OR MISSING BUSHING COULD PREVENT THE SHIFTER FROM MOVING THE TRANSMISSION INTO THE INTENDED GEAR POSITION AND CAUSE THE VEHICLE TO MOVE IN AN UNEXPECTED DIRECTION. THE TRANSMISSION MAY NOT BE IN THE PARK POSITION, EVEN THOUGH THE SHIFTER POSITION INDICATES THAT THE VEHICLE WAS SHIFTED TO PARK. EXITING A VEHICLE WITHOUT THE TRANSMISSION IN THE PARK POSITION AND WITHOUT THE APPLICATION OF THE PARKING BRAKE MAY ALLOW THE VEHICLE TO ROLL, INCREASING THE RISK OF INJURY OR CRASH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE THE SHIFTER CABLE BUSHING AND PROTECTIVE CAP FREE OF CHARGE PARTS AND LABOR.
1FMCU0GX5DUC08857,yes,DOOR LATCH REPEAT REPAIR,Recall Incomplete,20S30/20V331,2020-06-08,"YOUR VEHICLE WAS PREVIOUSLY REPAIRED UNDER SAFETY RECALL 15S16 OR 16S30. DURING THAT REPAIR, YOUR VEHICLES DOOR LATCHES WERE TO BE REPLACED TO HELP REDUCE THE RISK OF DOORS NOT CLOSING OR DOORS OPENING WHILE DRIVING. IT IS POSSIBLE THAT ONE OR MORE OF YOUR DOOR LATCHES WAS NOT REPLACED OR MAY NOT HAVE BEEN REPLACED CORRECTLY.","IF A DOOR LATCH WAS NOT REPLACED, THERE IS STILL A RISK THAT THE PAWL SPRING TAB INSIDE THE DOOR LATCH COULD BREAK. THIS CONDITION WILL TYPICALLY PREVENT THE DOOR FROM LATCHING. IN CERTAIN SITUATIONS, WHERE THE DOOR IS ABLE TO BE CLOSED, THE DOOR MAY UNLATCH WHILE DRIVING, INCREASING THE RISK OF INJURY","THE DOOR LATCH DATE CODES IN YOUR VEHICLE NEED TO BE INSPECTED TO VERIFY THAT THE PREVIOUS DOOR LATCH RECALL REPAIR WAS COMPLETED AS INTENDED. FOR YOUR CONVENIENCE AND TO ENCOURAGE THE CONTINUED SOCIAL DISTANCING REQUIREMENTS BY MANY STATE AND LOCAL GOVERNMENTS RELATED TO COVID-19, FORD IS PROVIDING YOU WITH THE OPTION TO COMPLETE THIS SIMPLE INSPECTION YOURSELF USING THE ATTACHED SELF-INSPECTION SHEET. BY UTILIZING THIS OPTION, YOU SHOULD NOT NEED TO TAKE YOUR VEHICLE TO YOUR DEALER UNLESS YOUR VEHICLE IS EXHIBITING DOOR LATCHING CONCERNS DOOR WILL NOT LATCH OR OPENS WHILE DRIVING. IN THE UNLIKELY EVENT THAT THE SYSTEM CANNOT CONFIRM THE LATCHES ON YOUR VEHICLE BASED ON YOUR INPUT, OR IF YOUR VEHICLE IS EXHIBITING DOOR LATCHING CONCERNS, YOU WILL NEED TO TAKE YOUR VEHICLE TO YOUR DEALERSHIP FOR ADDITIONAL INSPECTION AND/OR REPAIRS. IF YOU DO NOT WISH TO COMPLETE THIS INSPECTION YOURSELF, YOUR DEALER WILL INSPECT YOUR VEHICLE FOR YOU"
1FMCU0GX5EUC97816,yes,TRANSMISSION SHIFTER CABLE BUSHING,Recall Incomplete,22S43/#22V413,2022-06-10,"ON YOUR VEHICLE, IT MAY BE POSSIBLE THE TRANSMISSION SHIFTER CABLE BUSHING IS DAMAGED OR MISSING.","A DAMAGED OR MISSING BUSHING COULD PREVENT THE SHIFTER FROM MOVING THE TRANSMISSION INTO THE INTENDED GEAR POSITION AND CAUSE THE VEHICLE TO MOVE IN AN UNEXPECTED DIRECTION. THE TRANSMISSION MAY NOT BE IN THE PARK POSITION, EVEN THOUGH THE SHIFTER POSITION INDICATES THAT THE VEHICLE WAS SHIFTED TO PARK. EXITING A VEHICLE WITHOUT THE TRANSMISSION IN THE PARK POSITION AND WITHOUT THE APPLICATION OF THE PARKING BRAKE MAY ALLOW THE VEHICLE TO ROLL, INCREASING THE RISK OF INJURY OR CRASH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE THE SHIFTER CABLE BUSHING AND PROTECTIVE CAP FREE OF CHARGE PARTS AND LABOR.
1FMCU0GX6DUA85991,yes,TRANSMISSION SHIFTER CABLE BUSHING,Recall Incomplete,22S43/#22V413,2022-06-10,"ON YOUR VEHICLE, IT MAY BE POSSIBLE THE TRANSMISSION SHIFTER CABLE BUSHING IS DAMAGED OR MISSING.","A DAMAGED OR MISSING BUSHING COULD PREVENT THE SHIFTER FROM MOVING THE TRANSMISSION INTO THE INTENDED GEAR POSITION AND CAUSE THE VEHICLE TO MOVE IN AN UNEXPECTED DIRECTION. THE TRANSMISSION MAY NOT BE IN THE PARK POSITION, EVEN THOUGH THE SHIFTER POSITION INDICATES THAT THE VEHICLE WAS SHIFTED TO PARK. EXITING A VEHICLE WITHOUT THE TRANSMISSION IN THE PARK POSITION AND WITHOUT THE APPLICATION OF THE PARKING BRAKE MAY ALLOW THE VEHICLE TO ROLL, INCREASING THE RISK OF INJURY OR CRASH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE THE SHIFTER CABLE BUSHING AND PROTECTIVE CAP FREE OF CHARGE PARTS AND LABOR.
1FMCU0GX6DUA85991,yes,RESTRAINTS CONTROL MODULE REPLACEMENT,Recall Incomplete,14S21/14V597,2014-09-25,"AFFECTED VEHICLES ARE EQUIPPED WITH RESTRAINT CONTROL MODULES RCMS THAT MAY EXPERIENCE AN INTERNAL ELECTRICAL SHORT CIRCUIT. IF A SHORT CIRCUIT OCCURS, THE AIRBAG WARNING LAMP WOULD ILLUMINATE. DEPENDING ON THE LOCATION OF THE SHORT CIRCUIT THE DEPLOYABLE RESTRAINT SYSTEMS E.G. AIR BAGS. PRETENSIONERS SIDE CURTAINS MAY NOT FUNCTION AS INTENDED IN THE EVENT OF A CRASH INCREASING THE RISK OF INJURY. THE SHORT MAY ALSO AFFECT THE FUNCTION OF OTHER SYSTEMS THAT USE INTERNAL DATA FROM THE RCM E.G. STABILITY CONTROL. IN THESE CASES THE CORRESPONDING MALFUNCTION INDICATOR LAMPS WOULD ALSO BE ILLUMINATED. THESE VEHICLES ARE NOT PRODUCED IN VIN ORDER. INFORMATION AS TO THE APPLICABILITY OF THIS ACTION TO SPECIFIC VEHICLES CAN BEST BE OBTAINED BY EITHER CALLING FORDS TOLL FREE LINE 1 866 436 7332 OR BY CONTACTING A LOCAL FORD OR LINCOLN DEALER WHO CAN OBTAIN SPECIFIC INFORMATION REGARDING THE VEHICLES FROM THE FORD ON LINE AUTOMOTIVE SERVICE INFORMATION SYSTEM OASIS DATABASE.","DEPENDING ON THE LOCATION OF THE SHORT CIRCUIT, THE DEPLOYABLE RESTRAINT SYSTEMS AND OTHER SYSTEMS THAT USE INERTIAL DATA FROM THE RCM MAY NOT FUNCTION AS INTENDED, INCREASING THE RISK OF INJURY. FORD IS NOT AWARE OF ANY ACCIDENT OR INJURY RELATED TO THIS CONDITION.","DEALERS WILL BE INSTRUCTED TO REPLACE THE RCM. THERE WILL BE NO CHARGE TO OWNERS FOR THIS SERVICE. AN INITIAL NOTIFICATION LETTER WILL BE MAILED TO ALL OWNERS THE WEEK OF NOVEMBER 10, 2014. DUE TO LIMITED PARTS AVAILABILITY, WE WILL INSTRUCT OWNERS TO CONTACT THEIR DEALER FOR SERVICE IF THEY HAVE AN ILLUMINATED AIRBAG WARNING INDICATOR. OWNERS WHO HAVE NOT ALREADY HAD THIS SERVICE PERFORMED WILL BE MAILED A FOLLOW-UP LETTER WHEN PARTS ARE AVAILABLE, ADVISING THEM TO SCHEDULE A SERVICE APPOINTMENT. IN ACCORDANCE WITH PART 573.13(D)(1), FORDS GENERAL REIMBURSEMENT PLAN FOR THE COST OF REMEDIES PAID FOR BY VEHICLE OWNERS PRIOR TO NOTIFICATION OF A SAFETY RECALL WAS PROVIDED TO THE AGENCY ON FEBRUARY 20, 2013. THE ENDING DATE FOR REIMBURSEMENT ELIGIBILITY FOR THE COST OF REMEDIES PAID FOR BY VEHICLE OWNERS PER FORD'S GENERAL REIMBURSEMENT PLAN IS NOVEMBER 30, 2014. FORD WILL UPLOAD A COPY OF THE NOTIFICATION LETTERS TO DEALERS ON NHTSA'S SAFERCAR.GOV WEBSITE WHEN AVAILABLE."
1FMCU0GX7GUA18322,yes,TRANSMISSION SHIFTER CABLE BUSHING,Recall Incomplete,22S43/#22V413,2022-06-10,"ON YOUR VEHICLE, IT MAY BE POSSIBLE THE TRANSMISSION SHIFTER CABLE BUSHING IS DAMAGED OR MISSING.","A DAMAGED OR MISSING BUSHING COULD PREVENT THE SHIFTER FROM MOVING THE TRANSMISSION INTO THE INTENDED GEAR POSITION AND CAUSE THE VEHICLE TO MOVE IN AN UNEXPECTED DIRECTION. THE TRANSMISSION MAY NOT BE IN THE PARK POSITION, EVEN THOUGH THE SHIFTER POSITION INDICATES THAT THE VEHICLE WAS SHIFTED TO PARK. EXITING A VEHICLE WITHOUT THE TRANSMISSION IN THE PARK POSITION AND WITHOUT THE APPLICATION OF THE PARKING BRAKE MAY ALLOW THE VEHICLE TO ROLL, INCREASING THE RISK OF INJURY OR CRASH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE THE SHIFTER CABLE BUSHING AND PROTECTIVE CAP FREE OF CHARGE PARTS AND LABOR.
1FMCU0H62LUB01527,yes,PCM PROGRAMMING AND DRAIN TUBE INSTALLATION,Recall Incomplete,22S73/22V859,2022-11-18,"ON YOUR VEHICLE THERE IS A POSSIBILITY THAT A FUEL INJECTOR MAY CRACK, WHICH MAY RESULT IN FUEL ACCUMULATING ON THE TOP OF THE ENGINE.","LIQUID FUEL AND OR FUEL VAPOR THAT ACCUMULATES NEAR A SUFFICIENTLY HOT SURFACE MAY IGNITE RESULTING IN AN UNDERHOOD FIRE, INCREASING THE RISK OF INJURY.","PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO INSTALL A DRAIN TUBE TO THE ENGINE CYLINDER HEAD AND REPROGRAM THE POWERTRAIN CONTROL MODULE, FREE OF CHARGE PARTS AND LABOR. ADDITIONALLY, FORD MOTOR COMPANY IS PROVIDING A ONE-TIME REPAIR CUSTOMER SATISFACTION PROGRAM 22N18 FOR THE HIGH-PRESSURE FUEL INJECTORS, WHICH LASTS FOR 15 YEARS OR 150,000 MILES FROM THE WARRANTY START DATE - WHICHEVER COMES FIRST IF NEEDED. NOTE CUSTOMER SATISFACTION PROGRAM 22N18 WILL AUTOMATICALLY BE ACTIVATED FOR YOUR VEHICLE AFTER SAFETY RECALL 22S73 HAS BEEN COMPLETED."
1FMCU0H91DUC72121,yes,TRANSMISSION SHIFTER CABLE BUSHING,Recall Incomplete,22S43/#22V413,2022-06-10,"ON YOUR VEHICLE, IT MAY BE POSSIBLE THE TRANSMISSION SHIFTER CABLE BUSHING IS DAMAGED OR MISSING.","A DAMAGED OR MISSING BUSHING COULD PREVENT THE SHIFTER FROM MOVING THE TRANSMISSION INTO THE INTENDED GEAR POSITION AND CAUSE THE VEHICLE TO MOVE IN AN UNEXPECTED DIRECTION. THE TRANSMISSION MAY NOT BE IN THE PARK POSITION, EVEN THOUGH THE SHIFTER POSITION INDICATES THAT THE VEHICLE WAS SHIFTED TO PARK. EXITING A VEHICLE WITHOUT THE TRANSMISSION IN THE PARK POSITION AND WITHOUT THE APPLICATION OF THE PARKING BRAKE MAY ALLOW THE VEHICLE TO ROLL, INCREASING THE RISK OF INJURY OR CRASH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE THE SHIFTER CABLE BUSHING AND PROTECTIVE CAP FREE OF CHARGE PARTS AND LABOR.
1FMCU0H91DUC72121,yes,DOOR LATCH REPEAT REPAIR,Recall Incomplete,20S30/20V331,2020-06-08,"YOUR VEHICLE WAS PREVIOUSLY REPAIRED UNDER SAFETY RECALL 15S16 OR 16S30. DURING THAT REPAIR, YOUR VEHICLES DOOR LATCHES WERE TO BE REPLACED TO HELP REDUCE THE RISK OF DOORS NOT CLOSING OR DOORS OPENING WHILE DRIVING. IT IS POSSIBLE THAT ONE OR MORE OF YOUR DOOR LATCHES WAS NOT REPLACED OR MAY NOT HAVE BEEN REPLACED CORRECTLY.","IF A DOOR LATCH WAS NOT REPLACED, THERE IS STILL A RISK THAT THE PAWL SPRING TAB INSIDE THE DOOR LATCH COULD BREAK. THIS CONDITION WILL TYPICALLY PREVENT THE DOOR FROM LATCHING. IN CERTAIN SITUATIONS, WHERE THE DOOR IS ABLE TO BE CLOSED, THE DOOR MAY UNLATCH WHILE DRIVING, INCREASING THE RISK OF INJURY","THE DOOR LATCH DATE CODES IN YOUR VEHICLE NEED TO BE INSPECTED TO VERIFY THAT THE PREVIOUS DOOR LATCH RECALL REPAIR WAS COMPLETED AS INTENDED. FOR YOUR CONVENIENCE AND TO ENCOURAGE THE CONTINUED SOCIAL DISTANCING REQUIREMENTS BY MANY STATE AND LOCAL GOVERNMENTS RELATED TO COVID-19, FORD IS PROVIDING YOU WITH THE OPTION TO COMPLETE THIS SIMPLE INSPECTION YOURSELF USING THE ATTACHED SELF-INSPECTION SHEET. BY UTILIZING THIS OPTION, YOU SHOULD NOT NEED TO TAKE YOUR VEHICLE TO YOUR DEALER UNLESS YOUR VEHICLE IS EXHIBITING DOOR LATCHING CONCERNS DOOR WILL NOT LATCH OR OPENS WHILE DRIVING. IN THE UNLIKELY EVENT THAT THE SYSTEM CANNOT CONFIRM THE LATCHES ON YOUR VEHICLE BASED ON YOUR INPUT, OR IF YOUR VEHICLE IS EXHIBITING DOOR LATCHING CONCERNS, YOU WILL NEED TO TAKE YOUR VEHICLE TO YOUR DEALERSHIP FOR ADDITIONAL INSPECTION AND/OR REPAIRS. IF YOU DO NOT WISH TO COMPLETE THIS INSPECTION YOURSELF, YOUR DEALER WILL INSPECT YOUR VEHICLE FOR YOU"
1FMCU0HD5KUA63370,no,,,,,,,
1FMCU0HX6DUC76339,yes,TRANSMISSION SHIFTER CABLE BUSHING,Recall Incomplete,22S43/#22V413,2022-06-10,"ON YOUR VEHICLE, IT MAY BE POSSIBLE THE TRANSMISSION SHIFTER CABLE BUSHING IS DAMAGED OR MISSING.","A DAMAGED OR MISSING BUSHING COULD PREVENT THE SHIFTER FROM MOVING THE TRANSMISSION INTO THE INTENDED GEAR POSITION AND CAUSE THE VEHICLE TO MOVE IN AN UNEXPECTED DIRECTION. THE TRANSMISSION MAY NOT BE IN THE PARK POSITION, EVEN THOUGH THE SHIFTER POSITION INDICATES THAT THE VEHICLE WAS SHIFTED TO PARK. EXITING A VEHICLE WITHOUT THE TRANSMISSION IN THE PARK POSITION AND WITHOUT THE APPLICATION OF THE PARKING BRAKE MAY ALLOW THE VEHICLE TO ROLL, INCREASING THE RISK OF INJURY OR CRASH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE THE SHIFTER CABLE BUSHING AND PROTECTIVE CAP FREE OF CHARGE PARTS AND LABOR.
1FMCU0J91KUB82796,yes,TRANSMISSION SHIFTER CABLE BUSHING,Recall Incomplete,22S43/#22V413,2022-06-10,"ON YOUR VEHICLE, IT MAY BE POSSIBLE THE TRANSMISSION SHIFTER CABLE BUSHING IS DAMAGED OR MISSING.","A DAMAGED OR MISSING BUSHING COULD PREVENT THE SHIFTER FROM MOVING THE TRANSMISSION INTO THE INTENDED GEAR POSITION AND CAUSE THE VEHICLE TO MOVE IN AN UNEXPECTED DIRECTION. THE TRANSMISSION MAY NOT BE IN THE PARK POSITION, EVEN THOUGH THE SHIFTER POSITION INDICATES THAT THE VEHICLE WAS SHIFTED TO PARK. EXITING A VEHICLE WITHOUT THE TRANSMISSION IN THE PARK POSITION AND WITHOUT THE APPLICATION OF THE PARKING BRAKE MAY ALLOW THE VEHICLE TO ROLL, INCREASING THE RISK OF INJURY OR CRASH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE THE SHIFTER CABLE BUSHING AND PROTECTIVE CAP FREE OF CHARGE PARTS AND LABOR.
1FMCU0J98HUB91522,yes,TRANSMISSION SHIFTER CABLE BUSHING,Recall Incomplete,22S43/#22V413,2022-06-10,"ON YOUR VEHICLE, IT MAY BE POSSIBLE THE TRANSMISSION SHIFTER CABLE BUSHING IS DAMAGED OR MISSING.","A DAMAGED OR MISSING BUSHING COULD PREVENT THE SHIFTER FROM MOVING THE TRANSMISSION INTO THE INTENDED GEAR POSITION AND CAUSE THE VEHICLE TO MOVE IN AN UNEXPECTED DIRECTION. THE TRANSMISSION MAY NOT BE IN THE PARK POSITION, EVEN THOUGH THE SHIFTER POSITION INDICATES THAT THE VEHICLE WAS SHIFTED TO PARK. EXITING A VEHICLE WITHOUT THE TRANSMISSION IN THE PARK POSITION AND WITHOUT THE APPLICATION OF THE PARKING BRAKE MAY ALLOW THE VEHICLE TO ROLL, INCREASING THE RISK OF INJURY OR CRASH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE THE SHIFTER CABLE BUSHING AND PROTECTIVE CAP FREE OF CHARGE PARTS AND LABOR.
1FMCU0JX0EUC19792,yes,TRANSMISSION SHIFTER CABLE BUSHING,Recall Incomplete,22S43/#22V413,2022-06-10,"ON YOUR VEHICLE, IT MAY BE POSSIBLE THE TRANSMISSION SHIFTER CABLE BUSHING IS DAMAGED OR MISSING.","A DAMAGED OR MISSING BUSHING COULD PREVENT THE SHIFTER FROM MOVING THE TRANSMISSION INTO THE INTENDED GEAR POSITION AND CAUSE THE VEHICLE TO MOVE IN AN UNEXPECTED DIRECTION. THE TRANSMISSION MAY NOT BE IN THE PARK POSITION, EVEN THOUGH THE SHIFTER POSITION INDICATES THAT THE VEHICLE WAS SHIFTED TO PARK. EXITING A VEHICLE WITHOUT THE TRANSMISSION IN THE PARK POSITION AND WITHOUT THE APPLICATION OF THE PARKING BRAKE MAY ALLOW THE VEHICLE TO ROLL, INCREASING THE RISK OF INJURY OR CRASH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE THE SHIFTER CABLE BUSHING AND PROTECTIVE CAP FREE OF CHARGE PARTS AND LABOR.
1FMCU0JX0EUC19792,yes,DOOR LATCH REPEAT REPAIR,Recall Incomplete,20S30/20V331,2020-06-08,"YOUR VEHICLE WAS PREVIOUSLY REPAIRED UNDER SAFETY RECALL 15S16 OR 16S30. DURING THAT REPAIR, YOUR VEHICLES DOOR LATCHES WERE TO BE REPLACED TO HELP REDUCE THE RISK OF DOORS NOT CLOSING OR DOORS OPENING WHILE DRIVING. IT IS POSSIBLE THAT ONE OR MORE OF YOUR DOOR LATCHES WAS NOT REPLACED OR MAY NOT HAVE BEEN REPLACED CORRECTLY.","IF A DOOR LATCH WAS NOT REPLACED, THERE IS STILL A RISK THAT THE PAWL SPRING TAB INSIDE THE DOOR LATCH COULD BREAK. THIS CONDITION WILL TYPICALLY PREVENT THE DOOR FROM LATCHING. IN CERTAIN SITUATIONS, WHERE THE DOOR IS ABLE TO BE CLOSED, THE DOOR MAY UNLATCH WHILE DRIVING, INCREASING THE RISK OF INJURY","THE DOOR LATCH DATE CODES IN YOUR VEHICLE NEED TO BE INSPECTED TO VERIFY THAT THE PREVIOUS DOOR LATCH RECALL REPAIR WAS COMPLETED AS INTENDED. FOR YOUR CONVENIENCE AND TO ENCOURAGE THE CONTINUED SOCIAL DISTANCING REQUIREMENTS BY MANY STATE AND LOCAL GOVERNMENTS RELATED TO COVID-19, FORD IS PROVIDING YOU WITH THE OPTION TO COMPLETE THIS SIMPLE INSPECTION YOURSELF USING THE ATTACHED SELF-INSPECTION SHEET. BY UTILIZING THIS OPTION, YOU SHOULD NOT NEED TO TAKE YOUR VEHICLE TO YOUR DEALER UNLESS YOUR VEHICLE IS EXHIBITING DOOR LATCHING CONCERNS DOOR WILL NOT LATCH OR OPENS WHILE DRIVING. IN THE UNLIKELY EVENT THAT THE SYSTEM CANNOT CONFIRM THE LATCHES ON YOUR VEHICLE BASED ON YOUR INPUT, OR IF YOUR VEHICLE IS EXHIBITING DOOR LATCHING CONCERNS, YOU WILL NEED TO TAKE YOUR VEHICLE TO YOUR DEALERSHIP FOR ADDITIONAL INSPECTION AND/OR REPAIRS. IF YOU DO NOT WISH TO COMPLETE THIS INSPECTION YOURSELF, YOUR DEALER WILL INSPECT YOUR VEHICLE FOR YOU"
1FMCU0JX1EUC68029,no,,,,,,,
1FMCU0JX3GUB58098,no,,,,,,,
1FMCU22X1TUC76817,no,,,,,,,
1FMCU22X9PUC54151,invalid_vin,,,,,,,
1FMCU49309KB96489,no,,,,,,,
1FMCU59369KA85922,no,,,,,,,
