VIN,open_recalls,Name,Status,nhtsa,Date,Description,safety,Repair_description,Unnamed: 9
,,,,,,,,,
1G1YY25U975133008,no,LOW-BEAM HEADLAMPS INOPERATIVE,complete,14V251,2014-05-14,"General Motors has decided that a defect which relates to motor vehicle safety exists in model year 2005-2007 Chevrolet Corvette vehicles. On these vehicles, when the engine is warm, the underhood bussed electrical center (UBEC) housing will expand, causing the headlamp low-beam relay control circuit routed wire to bend slightly. After the wire is repeatedly bent, it can fracture and separate. When this occurs, the low-beam headlamps will not illuminate. As the UBEC housing cools and contracts, the low-beam headlamp function may return. This condition does not affect the high-beam headlamps, marker lamps, turn signals, daytime running lamps or fog lamps.","Loss of low beam headlamps when they are required could reduce the driver's visibility, increasing the risk of a crash.",Dealers are to replace the UBEC.,
,,,,,,,,,
1G1YY25W685101037,no,EMISSION COMPLIANCE,complete,,,,,,
,,,,,,,,,
1G1YY25W685101037,no,CORVETTE LOW-BEAM HEADLAMPS INOPERATIVE,complete,,,,,,
,,,,,,,,,
1G1YY25W785133592,yes,EMISSION COMPLIANCE,incomplete,,,,,,
,,,,,,,,,
1G1YY25W785133592,yes,CORVETTE LOW-BEAM HEADLAMPS INOPERATIVE,incomplete,,,,,,
,,,,,,,,,
1G1YY26E075131395,no,LOW-BEAM HEADLAMPS INOPERATIVE,complete,14V251,2014-05-14,"General Motors has decided that a defect which relates to motor vehicle safety exists in model year 2005-2007 Chevrolet Corvette vehicles. On these vehicles, when the engine is warm, the underhood bussed electrical center (UBEC) housing will expand, causing the headlamp low-beam relay control circuit routed wire to bend slightly. After the wire is repeatedly bent, it can fracture and separate. When this occurs, the low-beam headlamps will not illuminate. As the UBEC housing cools and contracts, the low-beam headlamp function may return. This condition does not affect the high-beam headlamps, marker lamps, turn signals, daytime running lamps or fog lamps.","Loss of low beam headlamps when they are required could reduce the driver's visibility, increasing the risk of a crash.",Dealers are to replace the UBEC.,
,,,,,,,,,
1G1YY26E465124254,yes,ROOF PANEL SEPARATION,incomplete,,,"General Motors is recalling certain model year 2005 through 2007 Corvette vehicles equipped with a removable roof and model year 2006 and 2007 Corvette Z06 vehicles. the adhesive between the roof panel and the frame may separate. If there is a partial separation, the driver may notice one or more symptoms, such as a snapping noise when driving over bumps, wind noise, poor roof panel fit, roof panel movement/bounce when a door or hatch is closed, or a water leak in the headliner.","If there is a complete separation, the roof panel may detach from the vehicle. If this were to occur while the vehicle was being driven, it could strike a following vehicle and cause injury and/or property damage.",Dealers will install a new design roof panel free of charge.,
,,,,,,,,,
1G1YY26E465124254,yes,LOW-BEAM HEADLAMPS INOPERATIVE,incomplete,,,"General Motors has decided that a defect which relates to motor vehicle safety exists in model year 2005-2007 Chevrolet Corvette vehicles. On these vehicles, when the engine is warm, the underhood bussed electrical centre (UBEC) housing will expand, causing the headlamp low-beam relay control circuit routed wire to bend slightly. After the wire is repeatedly bent, it can fracture and separate. When this occurs, the low-beam headlamps will not illuminate. As the UBEC housing cools and contracts, the low-beam headlamp function may return. This condition does not affect the high-beam headlamps, marker lamps, turn signals, daytime running lamps or fog lamps.","Loss of low beam headlamps when they are required could reduce the driver�s visibility, increasing the risk of a crash causing injury and/or property damage.",Dealers are to replace the underhood bussed electrical centre (UBEC).,
,,,,,,,,,
1G1YY26E465124254,no,BODY-COLOR ROOF ADHESIVE SEPARATION,complete,,,,,,
,,,,,,,,,
1G1YY26E465124254,no,PAINTED ROOF ADHESIVE SEPARATION,complete,,,,,,
,,,,,,,,,
1G1YY26E465124254,no,"OWNER MANUAL UPDATE - BRAKE WEAR- ** EXPIRES DECEMBER 31, 2006 **",complete,,,,,,
,,,,,,,,,
1G1YY26U175103919,no,LOW-BEAM HEADLAMPS INOPERATIVE,complete,14V251,2014-05-14,"General Motors has decided that a defect which relates to motor vehicle safety exists in model year 2005-2007 Chevrolet Corvette vehicles. On these vehicles, when the engine is warm, the underhood bussed electrical center (UBEC) housing will expand, causing the headlamp low-beam relay control circuit routed wire to bend slightly. After the wire is repeatedly bent, it can fracture and separate. When this occurs, the low-beam headlamps will not illuminate. As the UBEC housing cools and contracts, the low-beam headlamp function may return. This condition does not affect the high-beam headlamps, marker lamps, turn signals, daytime running lamps or fog lamps.","Loss of low beam headlamps when they are required could reduce the driver's visibility, increasing the risk of a crash.",Dealers are to replace the UBEC.,
,,,,,,,,,
1G1YY26U465118459,no,BODY-COLOR ROOF ADHESIVE SEPARATION,complete,,,,,,
,,,,,,,,,
1G1YY26U465118459,no,LOW-BEAM HEADLAMPS INOPERATIVE,complete,14V251,2014-05-14,"General Motors has decided that a defect which relates to motor vehicle safety exists in model year 2005-2007 Chevrolet Corvette vehicles. On these vehicles, when the engine is warm, the underhood bussed electrical center (UBEC) housing will expand, causing the headlamp low-beam relay control circuit routed wire to bend slightly. After the wire is repeatedly bent, it can fracture and separate. When this occurs, the low-beam headlamps will not illuminate. As the UBEC housing cools and contracts, the low-beam headlamp function may return. This condition does not affect the high-beam headlamps, marker lamps, turn signals, daytime running lamps or fog lamps.","Loss of low beam headlamps when they are required could reduce the driver's visibility, increasing the risk of a crash.",Dealers are to replace the UBEC.,
,,,,,,,,,
1G1YY26U465130918,no,LOW-BEAM HEADLAMPS INOPERATIVE,complete,14V251,2014-05-14,"General Motors has decided that a defect which relates to motor vehicle safety exists in model year 2005-2007 Chevrolet Corvette vehicles. On these vehicles, when the engine is warm, the underhood bussed electrical center (UBEC) housing will expand, causing the headlamp low-beam relay control circuit routed wire to bend slightly. After the wire is repeatedly bent, it can fracture and separate. When this occurs, the low-beam headlamps will not illuminate. As the UBEC housing cools and contracts, the low-beam headlamp function may return. This condition does not affect the high-beam headlamps, marker lamps, turn signals, daytime running lamps or fog lamps.","Loss of low beam headlamps when they are required could reduce the driver's visibility, increasing the risk of a crash.",Dealers are to replace the UBEC.,
,,,,,,,,,
1G1YY26U465130918,no,ROOF PANEL SEPARATION,complete,09V491,2009-12-18,"General Motors is recalling certain model year 2005 through 2007 Corvette vehicles equipped with a removable roof and model year 2006 and 2007 Corvette Z06 vehicles. the adhesive between the roof panel and the frame may separate. If there is a partial separation, the driver may notice one or more symptoms, such as a snapping noise when driving over bumps, wind noise, poor roof panel fit, roof panel movement/bounce when a door or hatch is closed, or a water leak in the headliner.","If there is a complete separation, the roof panel may detach from the vehicle. If this were to occur while the vehicle was being driven, it could strike a following vehicle and cause injury and/or property damage.",Dealers will install a new design roof panel free of charge.,
,,,,,,,,,
1G1YY26U575119525,no,LOW-BEAM HEADLAMPS INOPERATIVE,complete,14V251,2014-05-14,"General Motors has decided that a defect which relates to motor vehicle safety exists in model year 2005-2007 Chevrolet Corvette vehicles. On these vehicles, when the engine is warm, the underhood bussed electrical center (UBEC) housing will expand, causing the headlamp low-beam relay control circuit routed wire to bend slightly. After the wire is repeatedly bent, it can fracture and separate. When this occurs, the low-beam headlamps will not illuminate. As the UBEC housing cools and contracts, the low-beam headlamp function may return. This condition does not affect the high-beam headlamps, marker lamps, turn signals, daytime running lamps or fog lamps.","Loss of low beam headlamps when they are required could reduce the driver's visibility, increasing the risk of a crash.",Dealers are to replace the UBEC.,
,,,,,,,,,
1G1YY26U775134236,no,LOW-BEAM HEADLAMPS INOPERATIVE,complete,14V251,2014-05-14,"General Motors has decided that a defect which relates to motor vehicle safety exists in model year 2005-2007 Chevrolet Corvette vehicles. On these vehicles, when the engine is warm, the underhood bussed electrical center (UBEC) housing will expand, causing the headlamp low-beam relay control circuit routed wire to bend slightly. After the wire is repeatedly bent, it can fracture and separate. When this occurs, the low-beam headlamps will not illuminate. As the UBEC housing cools and contracts, the low-beam headlamp function may return. This condition does not affect the high-beam headlamps, marker lamps, turn signals, daytime running lamps or fog lamps.","Loss of low beam headlamps when they are required could reduce the driver's visibility, increasing the risk of a crash.",Dealers are to replace the UBEC.,
,,,,,,,,,
1G1YY26U965116545,no,BODY-COLOR ROOF ADHESIVE SEPARATION,complete,,,,,,
,,,,,,,,,
1G1YY26U965116545,no,LOW-BEAM HEADLAMPS INOPERATIVE,complete,14V251,2014-05-14,"General Motors has decided that a defect which relates to motor vehicle safety exists in model year 2005-2007 Chevrolet Corvette vehicles. On these vehicles, when the engine is warm, the underhood bussed electrical center (UBEC) housing will expand, causing the headlamp low-beam relay control circuit routed wire to bend slightly. After the wire is repeatedly bent, it can fracture and separate. When this occurs, the low-beam headlamps will not illuminate. As the UBEC housing cools and contracts, the low-beam headlamp function may return. This condition does not affect the high-beam headlamps, marker lamps, turn signals, daytime running lamps or fog lamps.","Loss of low beam headlamps when they are required could reduce the driver's visibility, increasing the risk of a crash.",Dealers are to replace the UBEC.,
,,,,,,,,,
1G1YY26U965116545,no,ROOF PANEL SEPARATION,complete,09V491,2009-12-18,"General Motors is recalling certain model year 2005 through 2007 Corvette vehicles equipped with a removable roof and model year 2006 and 2007 Corvette Z06 vehicles. the adhesive between the roof panel and the frame may separate. If there is a partial separation, the driver may notice one or more symptoms, such as a snapping noise when driving over bumps, wind noise, poor roof panel fit, roof panel movement/bounce when a door or hatch is closed, or a water leak in the headliner.","If there is a complete separation, the roof panel may detach from the vehicle. If this were to occur while the vehicle was being driven, it could strike a following vehicle and cause injury and/or property damage.",Dealers will install a new design roof panel free of charge.,
,,,,,,,,,
1G1YY26UX75133212,no,LOW-BEAM HEADLAMPS INOPERATIVE,complete,14V251,2014-05-14,"General Motors has decided that a defect which relates to motor vehicle safety exists in model year 2005-2007 Chevrolet Corvette vehicles. On these vehicles, when the engine is warm, the underhood bussed electrical center (UBEC) housing will expand, causing the headlamp low-beam relay control circuit routed wire to bend slightly. After the wire is repeatedly bent, it can fracture and separate. When this occurs, the low-beam headlamps will not illuminate. As the UBEC housing cools and contracts, the low-beam headlamp function may return. This condition does not affect the high-beam headlamps, marker lamps, turn signals, daytime running lamps or fog lamps.","Loss of low beam headlamps when they are required could reduce the driver's visibility, increasing the risk of a crash.",Dealers are to replace the UBEC.,
,,,,,,,,,
1G1YY26W185105981,yes,CORVETTE LOW-BEAM HEADLAMPS INOPERATIVE,incomplete,,,,,,
,,,,,,,,,
1G1YY26W185105981,no,"KEYLESS ACCESS SYSTEM INOPERATIVE - ** EXPIRES OCTOBER 31, 2008 **",complete,,,,,,
,,,,,,,,,
1G1YY26W395101979,no,CORVETTE LOW-BEAM HEADLAMPS INOPERATIVE,complete,,,,,,
,,,,,,,,,
1G1YY26W585112058,no,EMISSION COMPLIANCE,complete,,,,,,
,,,,,,,,,
1G1YY26W585112058,no,CORVETTE LOW-BEAM HEADLAMPS INOPERATIVE,complete,,,,,,
,,,,,,,,,
1G1YY2D79H5108073,no,Loss of Power Steering Assist,complete,19V086,2019-02-07,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2016 � 2017 model year Cadillac ATS, 2016 � 2018 model year Cadillac CTS, and 2017 model year Chevrolet Camaro and Corvette vehicles. These vehicles may experience a loss of electric power steering (�EPS�) assist while driving. Loss of EPS assist may last an entire ignition cycle, but may return once the vehicle is restarted. Customers may experience this condition during subsequent ignition cycles. If power steering assist is lost, manual steering functionality is retained but would require increased steering effort, particularly at lower speeds, increasing the risk of a crash.","If power steering assist is lost, manual steering functionality is retained but would require increased steering effort, particularly at lower speeds, increasing the risk of a crash.",Dealers will replace the power steering gear assembly.,
,,,,,,,,,
1G1YY32G015122779,no,,,,,,,,
,,,,,,,,,
1G1YY32G035116449,no,ELECTRONIC COLUMN LOCK SYSTEM,complete,04V060,2004-02-06,"On certain passenger vehicles equipped with electronic column lock systems (ECL), when the ignition switch is turned to ""Lock,"" the ECL system prevents turning of the steering system. When the vehicle is started, the ECL unlocks the steering system. The vehicle is designed so that if the column fails to unlock when the vehicle is started and the customer tries to drive, the fuel supply will be shut off so that the vehicle cannot move when the vehicle cannot be steered. If voltage at the powertrain control module is low or interrupted, however, the fuel shut off may not occur and the vehicle can be accelerated while the steering system is locked. Also when the control system shows that the ECL is unlocked and the vehicle is being driven, the lock pin location can vary. depending on the location of the lock plate relative to the switch transition point, there could then be contact between the lock plate and pin causing the steering to lock while driving .","If this occurs, a crash could occur without warning.","On vehicles equipped with an automatic transmission, the dealer will disable the steering column lock by removing the column lock plate. When the ignition key is removed, the transmission shifter will lock but the steering column will not lock. On vehicles equipped with a manual transmission, the dealer will reprogram the powertrain control module, perform a dimensional check of the column lock and, if necessary, replace the lock plate. The steering column on these vehicles will continue to lock when the key is removed free of charge.",
,,,,,,,,,
1G1YY32G145127252,no,LOWER CONTROL ARM WASHER,complete,04V273,2004-06-03,"On certain passenger vehicles involved in this campaign, the lower control arm ball stud nut/washer assemblies with washers were made of the wrong material. The washers may fracture and become loose or fall away from the vehicle, reducing clamp load. Separation of the control arm ball stud and steering knuckle, due to disengagement of the tapered attachment and retaining nut, is possible.","If the control arm separates from the knuckle, the affected corner of the vehicle will drop and the control arm would be forced downward, contacting the wheel. The affected wheel could tilt outward and create a dragging action that would tend to slow the vehicle and create a tendency for the vehicle to turn in the direction of the affected wheel. In extreme situations, the affected wheel assembly could separate from the vehicle. Separation of the wheel assembly would also sever that wheels hydraulic brake hose and result in diminished braking performance of the vehicle, which could result in a crash.","Dealers will inspect the ball stud joints and measure the torque of the nut for all front lower control arms in all models affected as well as the rear lower control arms on the XLR and Corvette. If the torque is not at specification, the dealers will replace the ball stud, the knuckle, and the nut free of charge. If the torque is at specification, the dealers will replace the nut/washer assembly only free of charge.",
,,,,,,,,,
1G1YY32G1Y5101515,no,LAP BELT WEBBING TWISTED,complete,00V111,2000-04-06,The lap belt webbing can twist allowing the webbing to become jammed in the retractor.,"In a vehicle crash, an unbelted occupant may receive more severe injuries.",Dealers will install inserts to the belt web guide of each lap belt retractor free of charge.,
,,,,,,,,,
1G1YY32G1Y5101515,no,CORVETTE ELECTRONIC COLUMN LOCK,complete,,,,,,
,,,,,,,,,
1G1YY32G345100540,no,ELECTRONIC COLUMN LOCK SYSTEM,complete,04V060,2004-02-06,"On certain passenger vehicles equipped with electronic column lock systems (ECL), when the ignition switch is turned to ""Lock,"" the ECL system prevents turning of the steering system. When the vehicle is started, the ECL unlocks the steering system. The vehicle is designed so that if the column fails to unlock when the vehicle is started and the customer tries to drive, the fuel supply will be shut off so that the vehicle cannot move when the vehicle cannot be steered. If voltage at the powertrain control module is low or interrupted, however, the fuel shut off may not occur and the vehicle can be accelerated while the steering system is locked. Also when the control system shows that the ECL is unlocked and the vehicle is being driven, the lock pin location can vary. depending on the location of the lock plate relative to the switch transition point, there could then be contact between the lock plate and pin causing the steering to lock while driving .","If this occurs, a crash could occur without warning.","On vehicles equipped with an automatic transmission, the dealer will disable the steering column lock by removing the column lock plate. When the ignition key is removed, the transmission shifter will lock but the steering column will not lock. On vehicles equipped with a manual transmission, the dealer will reprogram the powertrain control module, perform a dimensional check of the column lock and, if necessary, replace the lock plate. The steering column on these vehicles will continue to lock when the key is removed free of charge.",
,,,,,,,,,
1G1YY32G625135344,no,,,,,,,,
,,,,,,,,,
1G1YY32G635123275,no,,,,,,,,
,,,,,,,,,
1G1YY32G645115310,no,,,,,,,,
,,,,,,,,,
1G1YY32G7W5111625,no,ELECTRONIC COLUMN LOCK SYSTEM,complete,04V060,2004-02-06,"On certain passenger vehicles equipped with electronic column lock systems (ECL), when the ignition switch is turned to ""Lock,"" the ECL system prevents turning of the steering system. When the vehicle is started, the ECL unlocks the steering system. The vehicle is designed so that if the column fails to unlock when the vehicle is started and the customer tries to drive, the fuel supply will be shut off so that the vehicle cannot move when the vehicle cannot be steered. If voltage at the powertrain control module is low or interrupted, however, the fuel shut off may not occur and the vehicle can be accelerated while the steering system is locked. Also when the control system shows that the ECL is unlocked and the vehicle is being driven, the lock pin location can vary. depending on the location of the lock plate relative to the switch transition point, there could then be contact between the lock plate and pin causing the steering to lock while driving .","If this occurs, a crash could occur without warning.","On vehicles equipped with an automatic transmission, the dealer will disable the steering column lock by removing the column lock plate. When the ignition key is removed, the transmission shifter will lock but the steering column will not lock. On vehicles equipped with a manual transmission, the dealer will reprogram the powertrain control module, perform a dimensional check of the column lock and, if necessary, replace the lock plate. The steering column on these vehicles will continue to lock when the key is removed free of charge.",
,,,,,,,,,
1G1YY32G7W5111625,no,LAP BELT WEBBING TWISTED,complete,00V111,2000-04-06,The lap belt webbing can twist allowing the webbing to become jammed in the retractor.,"In a vehicle crash, an unbelted occupant may receive more severe injuries.",Dealers will install inserts to the belt web guide of each lap belt retractor free of charge.,
,,,,,,,,,
1G1YY32G835122709,no,,,,,,,,
,,,,,,,,,
1G1YY32G945128729,no,,,,,,,,
,,,,,,,,,
1G1YY32GXY5120984,no,ELECTRONIC COLUMN LOCK SYSTEM,complete,04V060,2004-02-06,"On certain passenger vehicles equipped with electronic column lock systems (ECL), when the ignition switch is turned to ""Lock,"" the ECL system prevents turning of the steering system. When the vehicle is started, the ECL unlocks the steering system. The vehicle is designed so that if the column fails to unlock when the vehicle is started and the customer tries to drive, the fuel supply will be shut off so that the vehicle cannot move when the vehicle cannot be steered. If voltage at the powertrain control module is low or interrupted, however, the fuel shut off may not occur and the vehicle can be accelerated while the steering system is locked. Also when the control system shows that the ECL is unlocked and the vehicle is being driven, the lock pin location can vary. depending on the location of the lock plate relative to the switch transition point, there could then be contact between the lock plate and pin causing the steering to lock while driving .","If this occurs, a crash could occur without warning.","On vehicles equipped with an automatic transmission, the dealer will disable the steering column lock by removing the column lock plate. When the ignition key is removed, the transmission shifter will lock but the steering column will not lock. On vehicles equipped with a manual transmission, the dealer will reprogram the powertrain control module, perform a dimensional check of the column lock and, if necessary, replace the lock plate. The steering column on these vehicles will continue to lock when the key is removed free of charge.",
,,,,,,,,,
1G1YY32P1T5119098,no,,,,,,,,
,,,,,,,,,
1G1YY32P2T5117828,no,,,,,,,,
,,,,,,,,,
1G1YY32P8S5100093,no,,,,,,,,
,,,,,,,,,
1G1YY3383L5109065,no,SAFETY BELT RETRACTORS-RIGHT SIDE,complete,,,,,,
,,,,,,,,,
1G1YY3383L5109065,no,SAFETY BELT RETRACTORS-LEFT SIDE,complete,,,,,,
,,,,,,,,,
1G1YY3385M5106024,yes,SAFETY BELT RETRACTORS-RIGHT SIDE,incomplete,,,,,,
,,,,,,,,,
1G1YY3385M5106024,yes,SAFETY BELT RETRACTORS-LEFT SIDE,incomplete,,,,,,
,,,,,,,,,
1G1YY3386L5101008,yes,SAFETY BELT RETRACTORS-RIGHT SIDE,incomplete,,,,,,
,,,,,,,,,
1G1YY3386L5101008,yes,SAFETY BELT RETRACTORS-LEFT SIDE,incomplete,,,,,,
,,,,,,,,,
1G1YY3386L5101008,no,,complete,,,Safety Risk Description,Repair Description,Recall Completed,
,,,,,,,,,
1G1YY34U755129723,no,SERVICE ACTIVE HANDLING SYSTEM MESSAGE IN DRIVER INFORMATION CENTER,complete,10V172,2010-04-26,"GM is recalling certain model year 2005 and 2006 Chevrolet Corvette passenger cars manufactured between March 2004 and January 2006 equipped with a tilt and telescoping steering column. In rare cases, repeated movement of the steering column may cause a signal interruption within the column. If this occurs, the message, ""Service Active Handling System"" will appear in the driver information center, and one or more of the brakes may apply, possibly causing the vehicle to pull to the right or left.","If the driver does not respond to the change in vehicle movement, a crash could occur.","Dealers will inspect the wire connection in the steering column, and if necessary, install an additional clip to secure the wire connection free of charge.",
,,,,,,,,,
1G1YY34U755129723,no,LOW-BEAM HEADLAMPS INOPERATIVE,complete,14V251,2014-05-14,"General Motors has decided that a defect which relates to motor vehicle safety exists in model year 2005-2007 Chevrolet Corvette vehicles. On these vehicles, when the engine is warm, the underhood bussed electrical center (UBEC) housing will expand, causing the headlamp low-beam relay control circuit routed wire to bend slightly. After the wire is repeatedly bent, it can fracture and separate. When this occurs, the low-beam headlamps will not illuminate. As the UBEC housing cools and contracts, the low-beam headlamp function may return. This condition does not affect the high-beam headlamps, marker lamps, turn signals, daytime running lamps or fog lamps.","Loss of low beam headlamps when they are required could reduce the driver's visibility, increasing the risk of a crash.",Dealers are to replace the UBEC.,
,,,,,,,,,
1G1YY36U175128776,no,LOW-BEAM HEADLAMPS INOPERATIVE,complete,14V251,2014-05-14,"General Motors has decided that a defect which relates to motor vehicle safety exists in model year 2005-2007 Chevrolet Corvette vehicles. On these vehicles, when the engine is warm, the underhood bussed electrical center (UBEC) housing will expand, causing the headlamp low-beam relay control circuit routed wire to bend slightly. After the wire is repeatedly bent, it can fracture and separate. When this occurs, the low-beam headlamps will not illuminate. As the UBEC housing cools and contracts, the low-beam headlamp function may return. This condition does not affect the high-beam headlamps, marker lamps, turn signals, daytime running lamps or fog lamps.","Loss of low beam headlamps when they are required could reduce the driver's visibility, increasing the risk of a crash.",Dealers are to replace the UBEC.,
,,,,,,,,,
1G1YY36U265114058,yes,LOW-BEAM HEADLAMPS INOPERATIVE,incomplete,14V251,2014-05-14,"General Motors has decided that a defect which relates to motor vehicle safety exists in model year 2005-2007 Chevrolet Corvette vehicles. On these vehicles, when the engine is warm, the underhood bussed electrical center (UBEC) housing will expand, causing the headlamp low-beam relay control circuit routed wire to bend slightly. After the wire is repeatedly bent, it can fracture and separate. When this occurs, the low-beam headlamps will not illuminate. As the UBEC housing cools and contracts, the low-beam headlamp function may return. This condition does not affect the high-beam headlamps, marker lamps, turn signals, daytime running lamps or fog lamps.","Loss of low beam headlamps when they are required could reduce the driver's visibility, increasing the risk of a crash.",Dealers are to replace the UBEC.,
,,,,,,,,,
1G1YY36U265114058,no,SERVICE ACTIVE HANDLING SYSTEM MESSAGE IN DRIVER INFORMATION CENTER,complete,10V172,2010-04-26,"GM is recalling certain model year 2005 and 2006 Chevrolet Corvette passenger cars manufactured between March 2004 and January 2006 equipped with a tilt and telescoping steering column. In rare cases, repeated movement of the steering column may cause a signal interruption within the column. If this occurs, the message, ""Service Active Handling System"" will appear in the driver information center, and one or more of the brakes may apply, possibly causing the vehicle to pull to the right or left.","If the driver does not respond to the change in vehicle movement, a crash could occur.","Dealers will inspect the wire connection in the steering column, and if necessary, install an additional clip to secure the wire connection free of charge.",
,,,,,,,,,
1G1YY36W095200054,no,CORVETTE LOW-BEAM HEADLAMPS INOPERATIVE,complete,,,,,,
,,,,,,,,,
1G1YY36W285111696,no,EMISSION COMPLIANCE,complete,,,,,,
,,,,,,,,,
1G1YY36W285111696,no,CORVETTE LOW-BEAM HEADLAMPS INOPERATIVE,complete,,,,,,
,,,,,,,,,
1G1YY36W595110429,no,CONVERTIBLE ROOF COVER SEPARATION - INSTALL NEW RETAINER BRACKET - Expires 5/31/2012,complete,,,,,,
,,,,,,,,,
1G1YY36W595110429,no,CORVETTE LOW-BEAM HEADLAMPS INOPERATIVE,complete,,,,,,
,,,,,,,,,
1G1YY3D71K5115886,no,,,,,,,,
,,,,,,,,,
1G1YZ23J2M5800292,yes,SAFETY BELT RETRACTORS-RIGHT SIDE,incomplete,,,,,,
,,,,,,,,,
1G1YZ23J2M5800292,yes,SAFETY BELT RETRACTORS-LEFT SIDE,incomplete,,,,,,
,,,,,,,,,
1G1YZ23J6M5801140,yes,SAFETY BELT RETRACTORS-RIGHT SIDE,incomplete,,,,,,
,,,,,,,,,
1G1YZ23J6M5801140,yes,SAFETY BELT RETRACTORS-LEFT SIDE,incomplete,,,,,,
,,,,,,,,,
1G1YZ26E695103584,no,CORVETTE LOW-BEAM HEADLAMPS INOPERATIVE,complete,,,,,,
,,,,,,,,,
1G1Yy26UX75132061,no,LOW-BEAM HEADLAMPS INOPERATIVE,complete,14V251,2014-05-14,"General Motors has decided that a defect which relates to motor vehicle safety exists in model year 2005-2007 Chevrolet Corvette vehicles. On these vehicles, when the engine is warm, the underhood bussed electrical center (UBEC) housing will expand, causing the headlamp low-beam relay control circuit routed wire to bend slightly. After the wire is repeatedly bent, it can fracture and separate. When this occurs, the low-beam headlamps will not illuminate. As the UBEC housing cools and contracts, the low-beam headlamp function may return. This condition does not affect the high-beam headlamps, marker lamps, turn signals, daytime running lamps or fog lamps.","Loss of low beam headlamps when they are required could reduce the driver's visibility, increasing the risk of a crash.",Dealers are to replace the UBEC.,
,,,,,,,,,
1G1ZA5E07CF393466,no,SAFETY BELT LAP ANCHOR TENSIONER CABLE,complete,15V269,2015-05-06,General Motors has decided that a defect which relates to motor vehicle safety exists in 2011-2012 model year Chevrolet Malibu vehicles. The flexible steel cable that connects the safety belt to the vehicle at the outside of the front outboard seating positions can fatigue and separate over time as a result of occupant movement into the seat.,"In a crash, a fatigued cable could break, reducing the effectiveness of the vehicle�s safety belts and increasing the risk of injury to the occupant.","Dealers will replace the outboard lap anchor mounting bracket to re-locate the tensioner 30mm rearward. Dealers will also inspect the cable, and if necessary, replace the lap pretensioner. These repairs will be completed free of charge.",
,,,,,,,,,
1G1ZA5E07CF393466,no,BRAKE LAMP MALFUNCTION,complete,14V252,2014-05-14,"General Motors has decided that a defect which relates to motor vehicle safety exists in 2004-2012 Malibu, 2004-2007 Malibu Maxx, 2005-2010 Pontiac G6, 2007-2010 Saturn Aura vehicles. On these vehicles, over time an increased resistance can develop in the Body Control Module (BCM) connection system and result in voltage fluctuations or intermittency in the Brake Apply Sensor (BAS) circuit that can cause service brake lamp malfunction. As a result, the service brake lamps may illuminate when the service brakes are not being applied, or may not illuminate when the service brakes are being applied. Additionally, cruise control may not engage. If cruise control is engaged, additional service brake pedal travel may be required to disengage it. Service brake pedal application may not be required to move the shift lever out of PARK, or additional service brake pedal travel may be required to move the shift lever out of PARK. Traction control, electronic stability control, and panic braking assist features, if equipped, may be disabled. Service ESC and/or Traction Control tell-tales may illuminate with this condition.",These conditions may increase the risk of a crash.,"Dealers are to attach the wiring harness to the BCM with a spacer, apply dielectric lubricant to both the BCM and harness connector and on the BAS and harness connector, and relearn the brake pedal home position free of charge.",
,,,,,,,,,
1G1ZA5E10BF307969,no,SAFETY BELT LAP ANCHOR TENSIONER CABLE,complete,15V269,2015-05-06,General Motors has decided that a defect which relates to motor vehicle safety exists in 2011-2012 model year Chevrolet Malibu vehicles. The flexible steel cable that connects the safety belt to the vehicle at the outside of the front outboard seating positions can fatigue and separate over time as a result of occupant movement into the seat.,"In a crash, a fatigued cable could break, reducing the effectiveness of the vehicle�s safety belts and increasing the risk of injury to the occupant.","Dealers will replace the outboard lap anchor mounting bracket to re-locate the tensioner 30mm rearward. Dealers will also inspect the cable, and if necessary, replace the lap pretensioner. These repairs will be completed free of charge.",
,,,,,,,,,
1G1ZA5E10BF307969,no,BRAKE LAMP MALFUNCTION,complete,14V252,2014-05-14,"General Motors has decided that a defect which relates to motor vehicle safety exists in 2004-2012 Malibu, 2004-2007 Malibu Maxx, 2005-2010 Pontiac G6, 2007-2010 Saturn Aura vehicles. On these vehicles, over time an increased resistance can develop in the Body Control Module (BCM) connection system and result in voltage fluctuations or intermittency in the Brake Apply Sensor (BAS) circuit that can cause service brake lamp malfunction. As a result, the service brake lamps may illuminate when the service brakes are not being applied, or may not illuminate when the service brakes are being applied. Additionally, cruise control may not engage. If cruise control is engaged, additional service brake pedal travel may be required to disengage it. Service brake pedal application may not be required to move the shift lever out of PARK, or additional service brake pedal travel may be required to move the shift lever out of PARK. Traction control, electronic stability control, and panic braking assist features, if equipped, may be disabled. Service ESC and/or Traction Control tell-tales may illuminate with this condition.",These conditions may increase the risk of a crash.,"Dealers are to attach the wiring harness to the BCM with a spacer, apply dielectric lubricant to both the BCM and harness connector and on the BAS and harness connector, and relearn the brake pedal home position free of charge.",
,,,,,,,,,
